Win#   	MACD-8  	roll  	rolls since shift
00000  	00000000  	0  	0
00001  	000346dd  	214749  	214749
00002  	0009d496  	644246  	429497
00003  	0010624e  	1073742  	429496
00004  	0016f007  	1503239  	429497
00005  	001d7dc0  	1932736  	429497
00006  	00240b79  	2362233  	429497
00007  	002a9931  	2791729  	429496
00008  	003126ea  	3221226  	429497
00009  	0037b4a3  	3650723  	429497
00010  	003e425b  	4080219  	429496
00011  	0044d014  	4509716  	429497
00012  	004b5dcd  	4939213  	429497
00013  	0051eb86  	5368710  	429497
00014  	0058793e  	5798206  	429496
00015  	005f06f7  	6227703  	429497
00016  	006594b0  	6657200  	429497
00017  	006c2269  	7086697  	429497
00018  	0072b021  	7516193  	429496
00019  	00793dda  	7945690  	429497
00020  	007fcb93  	8375187  	429497
00021  	0086594b  	8804683  	429496
00022  	008ce704  	9234180  	429497
00023  	009374bd  	9663677  	429497
00024  	009a0276  	10093174  	429497
00025  	00a0902e  	10522670  	429496
00026  	00a71de7  	10952167  	429497
00027  	00adaba0  	11381664  	429497
00028  	00b43959  	11811161  	429497
00029  	00bac711  	12240657  	429496
00030  	00c154ca  	12670154  	429497
00031  	00c7e283  	13099651  	429497
00032  	00ce703b  	13529147  	429496
00033  	00d4fdf4  	13958644  	429497
00034  	00db8bad  	14388141  	429497
00035  	00e21966  	14817638  	429497
00036  	00e8a71e  	15247134  	429496
00037  	00ef34d7  	15676631  	429497
00038  	00f5c290  	16106128  	429497
00039  	00fc5049  	16535625  	429497
00040  	0102de01  	16965121  	429496
00041  	01096bba  	17394618  	429497
00042  	010ff973  	17824115  	429497
00043  	0116872c  	18253612  	429497
00044  	011d14e4  	18683108  	429496
00045  	0123a29d  	19112605  	429497
00046  	012a3056  	19542102  	429497
00047  	0130be0e  	19971598  	429496
00048  	01374bc7  	20401095  	429497
00049  	013dd980  	20830592  	429497
00050  	01446739  	21260089  	429497
00051  	014af4f1  	21689585  	429496
00052  	015182aa  	22119082  	429497
00053  	01581063  	22548579  	429497
00054  	015e9e1c  	22978076  	429497
00055  	01652bd4  	23407572  	429496
00056  	016bb98d  	23837069  	429497
00057  	01724746  	24266566  	429497
00058  	0178d4fe  	24696062  	429496
00059  	017f62b7  	25125559  	429497
00060  	0185f070  	25555056  	429497
00061  	018c7e29  	25984553  	429497
00062  	01930be1  	26414049  	429496
00063  	0199999a  	26843546  	429497
00064  	01a02753  	27273043  	429497
00065  	01a6b50c  	27702540  	429497
00066  	01ad42c4  	28132036  	429496
00067  	01b3d07d  	28561533  	429497
00068  	01ba5e36  	28991030  	429497
00069  	01c0ebee  	29420526  	429496
00070  	01c779a7  	29850023  	429497
00071  	01ce0760  	30279520  	429497
00072  	01d49519  	30709017  	429497
00073  	01db22d1  	31138513  	429496
00074  	01e1b08a  	31568010  	429497
00075  	01e83e43  	31997507  	429497
00076  	01eecbfc  	32427004  	429497
00077  	01f559b4  	32856500  	429496
00078  	01fbe76d  	33285997  	429497
00079  	02027526  	33715494  	429497
00080  	020902de  	34144990  	429496
00081  	020f9097  	34574487  	429497
00082  	02161e50  	35003984  	429497
00083  	021cac09  	35433481  	429497
00084  	022339c1  	35862977  	429496
00085  	0229c77a  	36292474  	429497
00086  	02305533  	36721971  	429497
00087  	0236e2ec  	37151468  	429497
00088  	023d70a4  	37580964  	429496
00089  	0243fe5d  	38010461  	429497
00090  	024a8c16  	38439958  	429497
00091  	025119cf  	38869455  	429497
00092  	0257a787  	39298951  	429496
00093  	025e3540  	39728448  	429497
00094  	0264c2f9  	40157945  	429497
00095  	026b50b1  	40587441  	429496
00096  	0271de6a  	41016938  	429497
00097  	02786c23  	41446435  	429497
00098  	027ef9dc  	41875932  	429497
00099  	02858794  	42305428  	429496
00100  	028c154d  	42734925  	429497
00101  	0292a306  	43164422  	429497
00102  	029930bf  	43593919  	429497
00103  	029fbe77  	44023415  	429496
00104  	02a64c30  	44452912  	429497
00105  	02acd9e9  	44882409  	429497
00106  	02b367a1  	45311905  	429496
00107  	02b9f55a  	45741402  	429497
00108  	02c08313  	46170899  	429497
00109  	02c710cc  	46600396  	429497
00110  	02cd9e84  	47029892  	429496
00111  	02d42c3d  	47459389  	429497
00112  	02dab9f6  	47888886  	429497
00113  	02e147af  	48318383  	429497
00114  	02e7d567  	48747879  	429496
00115  	02ee6320  	49177376  	429497
00116  	02f4f0d9  	49606873  	429497
00117  	02fb7e91  	50036369  	429496
00118  	03020c4a  	50465866  	429497
00119  	03089a03  	50895363  	429497
00120  	030f27bc  	51324860  	429497
00121  	0315b574  	51754356  	429496
00122  	031c432d  	52183853  	429497
00123  	0322d0e6  	52613350  	429497
00124  	03295e9f  	53042847  	429497
00125  	032fec57  	53472343  	429496
00126  	03367a10  	53901840  	429497
00127  	033d07c9  	54331337  	429497
00128  	03439582  	54760834  	429497
00129  	034a233a  	55190330  	429496
00130  	0350b0f3  	55619827  	429497
00131  	03573eac  	56049324  	429497
00132  	035dcc64  	56478820  	429496
00133  	03645a1d  	56908317  	429497
00134  	036ae7d6  	57337814  	429497
00135  	0371758f  	57767311  	429497
00136  	03780347  	58196807  	429496
00137  	037e9100  	58626304  	429497
00138  	03851eb9  	59055801  	429497
00139  	038bac72  	59485298  	429497
00140  	03923a2a  	59914794  	429496
00141  	0398c7e3  	60344291  	429497
00142  	039f559c  	60773788  	429497
00143  	03a5e354  	61203284  	429496
00144  	03ac710d  	61632781  	429497
00145  	03b2fec6  	62062278  	429497
00146  	03b98c7f  	62491775  	429497
00147  	03c01a37  	62921271  	429496
00148  	03c6a7f0  	63350768  	429497
00149  	03cd35a9  	63780265  	429497
00150  	03d3c362  	64209762  	429497
00151  	03da511a  	64639258  	429496
00152  	03e0ded3  	65068755  	429497
00153  	03e76c8c  	65498252  	429497
00154  	03edfa44  	65927748  	429496
00155  	03f487fd  	66357245  	429497
00156  	03fb15b6  	66786742  	429497
00157  	0401a36f  	67216239  	429497
00158  	04083127  	67645735  	429496
00159  	040ebee0  	68075232  	429497
00160  	04154c99  	68504729  	429497
00161  	041bda52  	68934226  	429497
00162  	0422680a  	69363722  	429496
00163  	0428f5c3  	69793219  	429497
00164  	042f837c  	70222716  	429497
00165  	04361135  	70652213  	429497
00166  	043c9eed  	71081709  	429496
00167  	04432ca6  	71511206  	429497
00168  	0449ba5f  	71940703  	429497
00169  	04504817  	72370199  	429496
00170  	0456d5d0  	72799696  	429497
00171  	045d6389  	73229193  	429497
00172  	0463f142  	73658690  	429497
00173  	046a7efa  	74088186  	429496
00174  	04710cb3  	74517683  	429497
00175  	04779a6c  	74947180  	429497
00176  	047e2825  	75376677  	429497
00177  	0484b5dd  	75806173  	429496
00178  	048b4396  	76235670  	429497
00179  	0491d14f  	76665167  	429497
00180  	04985f07  	77094663  	429496
00181  	049eecc0  	77524160  	429497
00182  	04a57a79  	77953657  	429497
00183  	04ac0832  	78383154  	429497
00184  	04b295ea  	78812650  	429496
00185  	04b923a3  	79242147  	429497
00186  	04bfb15c  	79671644  	429497
00187  	04c63f15  	80101141  	429497
00188  	04cccccd  	80530637  	429496
00189  	04d35a86  	80960134  	429497
00190  	04d9e83f  	81389631  	429497
00191  	04e075f7  	81819127  	429496
00192  	04e703b0  	82248624  	429497
00193  	04ed9169  	82678121  	429497
00194  	04f41f22  	83107618  	429497
00195  	04faacda  	83537114  	429496
00196  	05013a93  	83966611  	429497
00197  	0507c84c  	84396108  	429497
00198  	050e5605  	84825605  	429497
00199  	0514e3bd  	85255101  	429496
00200  	051b7176  	85684598  	429497
00201  	0521ff2f  	86114095  	429497
00202  	05288ce7  	86543591  	429496
00203  	052f1aa0  	86973088  	429497
00204  	0535a859  	87402585  	429497
00205  	053c3612  	87832082  	429497
00206  	0542c3ca  	88261578  	429496
00207  	05495183  	88691075  	429497
00208  	054fdf3c  	89120572  	429497
00209  	05566cf5  	89550069  	429497
00210  	055cfaad  	89979565  	429496
00211  	05638866  	90409062  	429497
00212  	056a161f  	90838559  	429497
00213  	0570a3d8  	91268056  	429497
00214  	05773190  	91697552  	429496
00215  	057dbf49  	92127049  	429497
00216  	05844d02  	92556546  	429497
00217  	058adaba  	92986042  	429496
00218  	05916873  	93415539  	429497
00219  	0597f62c  	93845036  	429497
00220  	059e83e5  	94274533  	429497
00221  	05a5119d  	94704029  	429496
00222  	05ab9f56  	95133526  	429497
00223  	05b22d0f  	95563023  	429497
00224  	05b8bac8  	95992520  	429497
00225  	05bf4880  	96422016  	429496
00226  	05c5d639  	96851513  	429497
00227  	05cc63f2  	97281010  	429497
00228  	05d2f1aa  	97710506  	429496
00229  	05d97f63  	98140003  	429497
00230  	05e00d1c  	98569500  	429497
00231  	05e69ad5  	98998997  	429497
00232  	05ed288d  	99428493  	429496
00233  	05f3b646  	99857990  	429497
00234  	05fa43ff  	100287487  	429497
00235  	0600d1b8  	100716984  	429497
00236  	06075f70  	101146480  	429496
00237  	060ded29  	101575977  	429497
00238  	06147ae2  	102005474  	429497
00239  	061b089a  	102434970  	429496
00240  	06219653  	102864467  	429497
00241  	0628240c  	103293964  	429497
00242  	062eb1c5  	103723461  	429497
00243  	06353f7d  	104152957  	429496
00244  	063bcd36  	104582454  	429497
00245  	06425aef  	105011951  	429497
00246  	0648e8a8  	105441448  	429497
00247  	064f7660  	105870944  	429496
00248  	06560419  	106300441  	429497
00249  	065c91d2  	106729938  	429497
00250  	06631f8b  	107159435  	429497
00251  	0669ad43  	107588931  	429496
00252  	06703afc  	108018428  	429497
00253  	0676c8b5  	108447925  	429497
00254  	067d566d  	108877421  	429496
00255  	0683e426  	109306918  	429497
00256  	068a71df  	109736415  	429497
00257  	0690ff98  	110165912  	429497
00258  	06978d50  	110595408  	429496
00259  	069e1b09  	111024905  	429497
00260  	06a4a8c2  	111454402  	429497
00261  	06ab367b  	111883899  	429497
00262  	06b1c433  	112313395  	429496
00263  	06b851ec  	112742892  	429497
00264  	06bedfa5  	113172389  	429497
00265  	06c56d5d  	113601885  	429496
00266  	06cbfb16  	114031382  	429497
00267  	06d288cf  	114460879  	429497
00268  	06d91688  	114890376  	429497
00269  	06dfa440  	115319872  	429496
00270  	06e631f9  	115749369  	429497
00271  	06ecbfb2  	116178866  	429497
00272  	06f34d6b  	116608363  	429497
00273  	06f9db23  	117037859  	429496
00274  	070068dc  	117467356  	429497
00275  	0706f695  	117896853  	429497
00276  	070d844d  	118326349  	429496
00277  	07141206  	118755846  	429497
00278  	071a9fbf  	119185343  	429497
00279  	07212d78  	119614840  	429497
00280  	0727bb30  	120044336  	429496
00281  	072e48e9  	120473833  	429497
00282  	0734d6a2  	120903330  	429497
00283  	073b645b  	121332827  	429497
00284  	0741f213  	121762323  	429496
00285  	07487fcc  	122191820  	429497
00286  	074f0d85  	122621317  	429497
00287  	07559b3e  	123050814  	429497
00288  	075c28f6  	123480310  	429496
00289  	0762b6af  	123909807  	429497
00290  	07694468  	124339304  	429497
00291  	076fd220  	124768800  	429496
00292  	07765fd9  	125198297  	429497
00293  	077ced92  	125627794  	429497
00294  	07837b4b  	126057291  	429497
00295  	078a0903  	126486787  	429496
00296  	079096bc  	126916284  	429497
00297  	07972475  	127345781  	429497
00298  	079db22e  	127775278  	429497
00299  	07a43fe6  	128204774  	429496
00300  	07aacd9f  	128634271  	429497
00301  	07b15b58  	129063768  	429497
00302  	07b7e910  	129493264  	429496
00303  	07be76c9  	129922761  	429497
00304  	07c50482  	130352258  	429497
00305  	07cb923b  	130781755  	429497
00306  	07d21ff3  	131211251  	429496
00307  	07d8adac  	131640748  	429497
00308  	07df3b65  	132070245  	429497
00309  	07e5c91e  	132499742  	429497
00310  	07ec56d6  	132929238  	429496
00311  	07f2e48f  	133358735  	429497
00312  	07f97248  	133788232  	429497
00313  	08000000  	134217728  	429496
00314  	08068db9  	134647225  	429497
00315  	080d1b72  	135076722  	429497
00316  	0813a92b  	135506219  	429497
00317  	081a36e3  	135935715  	429496
00318  	0820c49c  	136365212  	429497
00319  	08275255  	136794709  	429497
00320  	082de00e  	137224206  	429497
00321  	08346dc6  	137653702  	429496
00322  	083afb7f  	138083199  	429497
00323  	08418938  	138512696  	429497
00324  	084816f0  	138942192  	429496
00325  	084ea4a9  	139371689  	429497
00326  	08553262  	139801186  	429497
00327  	085bc01b  	140230683  	429497
00328  	08624dd3  	140660179  	429496
00329  	0868db8c  	141089676  	429497
00330  	086f6945  	141519173  	429497
00331  	0875f6fe  	141948670  	429497
00332  	087c84b6  	142378166  	429496
00333  	0883126f  	142807663  	429497
00334  	0889a028  	143237160  	429497
00335  	08902de1  	143666657  	429497
00336  	0896bb99  	144096153  	429496
00337  	089d4952  	144525650  	429497
00338  	08a3d70b  	144955147  	429497
00339  	08aa64c3  	145384643  	429496
00340  	08b0f27c  	145814140  	429497
00341  	08b78035  	146243637  	429497
00342  	08be0dee  	146673134  	429497
00343  	08c49ba6  	147102630  	429496
00344  	08cb295f  	147532127  	429497
00345  	08d1b718  	147961624  	429497
00346  	08d844d1  	148391121  	429497
00347  	08ded289  	148820617  	429496
00348  	08e56042  	149250114  	429497
00349  	08ebedfb  	149679611  	429497
00350  	08f27bb3  	150109107  	429496
00351  	08f9096c  	150538604  	429497
00352  	08ff9725  	150968101  	429497
00353  	090624de  	151397598  	429497
00354  	090cb296  	151827094  	429496
00355  	0913404f  	152256591  	429497
00356  	0919ce08  	152686088  	429497
00357  	09205bc1  	153115585  	429497
00358  	0926e979  	153545081  	429496
00359  	092d7732  	153974578  	429497
00360  	093404eb  	154404075  	429497
00361  	093a92a3  	154833571  	429496
00362  	0941205c  	155263068  	429497
00363  	0947ae15  	155692565  	429497
00364  	094e3bce  	156122062  	429497
00365  	0954c986  	156551558  	429496
00366  	095b573f  	156981055  	429497
00367  	0961e4f8  	157410552  	429497
00368  	096872b1  	157840049  	429497
00369  	096f0069  	158269545  	429496
00370  	09758e22  	158699042  	429497
00371  	097c1bdb  	159128539  	429497
00372  	0982a994  	159558036  	429497
00373  	0989374c  	159987532  	429496
00374  	098fc505  	160417029  	429497
00375  	099652be  	160846526  	429497
00376  	099ce076  	161276022  	429496
00377  	09a36e2f  	161705519  	429497
00378  	09a9fbe8  	162135016  	429497
00379  	09b089a1  	162564513  	429497
00380  	09b71759  	162994009  	429496
00381  	09bda512  	163423506  	429497
00382  	09c432cb  	163853003  	429497
00383  	09cac084  	164282500  	429497
00384  	09d14e3c  	164711996  	429496
00385  	09d7dbf5  	165141493  	429497
00386  	09de69ae  	165570990  	429497
00387  	09e4f766  	166000486  	429496
00388  	09eb851f  	166429983  	429497
00389  	09f212d8  	166859480  	429497
00390  	09f8a091  	167288977  	429497
00391  	09ff2e49  	167718473  	429496
00392  	0a05bc02  	168147970  	429497
00393  	0a0c49bb  	168577467  	429497
00394  	0a12d774  	169006964  	429497
00395  	0a19652c  	169436460  	429496
00396  	0a1ff2e5  	169865957  	429497
00397  	0a26809e  	170295454  	429497
00398  	0a2d0e56  	170724950  	429496
00399  	0a339c0f  	171154447  	429497
00400  	0a3a29c8  	171583944  	429497
00401  	0a40b781  	172013441  	429497
00402  	0a474539  	172442937  	429496
00403  	0a4dd2f2  	172872434  	429497
00404  	0a5460ab  	173301931  	429497
00405  	0a5aee64  	173731428  	429497
00406  	0a617c1c  	174160924  	429496
00407  	0a6809d5  	174590421  	429497
00408  	0a6e978e  	175019918  	429497
00409  	0a752547  	175449415  	429497
00410  	0a7bb2ff  	175878911  	429496
00411  	0a8240b8  	176308408  	429497
00412  	0a88ce71  	176737905  	429497
00413  	0a8f5c29  	177167401  	429496
00414  	0a95e9e2  	177596898  	429497
00415  	0a9c779b  	178026395  	429497
00416  	0aa30554  	178455892  	429497
00417  	0aa9930c  	178885388  	429496
00418  	0ab020c5  	179314885  	429497
00419  	0ab6ae7e  	179744382  	429497
00420  	0abd3c37  	180173879  	429497
00421  	0ac3c9ef  	180603375  	429496
00422  	0aca57a8  	181032872  	429497
00423  	0ad0e561  	181462369  	429497
00424  	0ad77319  	181891865  	429496
00425  	0ade00d2  	182321362  	429497
00426  	0ae48e8b  	182750859  	429497
00427  	0aeb1c44  	183180356  	429497
00428  	0af1a9fc  	183609852  	429496
00429  	0af837b5  	184039349  	429497
00430  	0afec56e  	184468846  	429497
00431  	0b055327  	184898343  	429497
00432  	0b0be0df  	185327839  	429496
00433  	0b126e98  	185757336  	429497
00434  	0b18fc51  	186186833  	429497
00435  	0b1f8a09  	186616329  	429496
00436  	0b2617c2  	187045826  	429497
00437  	0b2ca57b  	187475323  	429497
00438  	0b333334  	187904820  	429497
00439  	0b39c0ec  	188334316  	429496
00440  	0b404ea5  	188763813  	429497
00441  	0b46dc5e  	189193310  	429497
00442  	0b4d6a17  	189622807  	429497
00443  	0b53f7cf  	190052303  	429496
00444  	0b5a8588  	190481800  	429497
00445  	0b611341  	190911297  	429497
00446  	0b67a0f9  	191340793  	429496
00447  	0b6e2eb2  	191770290  	429497
00448  	0b74bc6b  	192199787  	429497
00449  	0b7b4a24  	192629284  	429497
00450  	0b81d7dc  	193058780  	429496
00451  	0b886595  	193488277  	429497
00452  	0b8ef34e  	193917774  	429497
00453  	0b958107  	194347271  	429497
00454  	0b9c0ebf  	194776767  	429496
00455  	0ba29c78  	195206264  	429497
00456  	0ba92a31  	195635761  	429497
00457  	0bafb7ea  	196065258  	429497
00458  	0bb645a2  	196494754  	429496
00459  	0bbcd35b  	196924251  	429497
00460  	0bc36114  	197353748  	429497
00461  	0bc9eecc  	197783244  	429496
00462  	0bd07c85  	198212741  	429497
00463  	0bd70a3e  	198642238  	429497
00464  	0bdd97f7  	199071735  	429497
00465  	0be425af  	199501231  	429496
00466  	0beab368  	199930728  	429497
00467  	0bf14121  	200360225  	429497
00468  	0bf7ceda  	200789722  	429497
00469  	0bfe5c92  	201219218  	429496
00470  	0c04ea4b  	201648715  	429497
00471  	0c0b7804  	202078212  	429497
00472  	0c1205bc  	202507708  	429496
00473  	0c189375  	202937205  	429497
00474  	0c1f212e  	203366702  	429497
00475  	0c25aee7  	203796199  	429497
00476  	0c2c3c9f  	204225695  	429496
00477  	0c32ca58  	204655192  	429497
00478  	0c395811  	205084689  	429497
00479  	0c3fe5ca  	205514186  	429497
00480  	0c467382  	205943682  	429496
00481  	0c4d013b  	206373179  	429497
00482  	0c538ef4  	206802676  	429497
00483  	0c5a1cac  	207232172  	429496
00484  	0c60aa65  	207661669  	429497
00485  	0c67381e  	208091166  	429497
00486  	0c6dc5d7  	208520663  	429497
00487  	0c74538f  	208950159  	429496
00488  	0c7ae148  	209379656  	429497
00489  	0c816f01  	209809153  	429497
00490  	0c87fcba  	210238650  	429497
00491  	0c8e8a72  	210668146  	429496
00492  	0c95182b  	211097643  	429497
00493  	0c9ba5e4  	211527140  	429497
00494  	0ca2339d  	211956637  	429497
00495  	0ca8c155  	212386133  	429496
00496  	0caf4f0e  	212815630  	429497
00497  	0cb5dcc7  	213245127  	429497
00498  	0cbc6a7f  	213674623  	429496
00499  	0cc2f838  	214104120  	429497
00500  	0cc985f1  	214533617  	429497
00501  	0cd013aa  	214963114  	429497
00502  	0cd6a162  	215392610  	429496
00503  	0cdd2f1b  	215822107  	429497
00504  	0ce3bcd4  	216251604  	429497
00505  	0cea4a8d  	216681101  	429497
00506  	0cf0d845  	217110597  	429496
00507  	0cf765fe  	217540094  	429497
00508  	0cfdf3b7  	217969591  	429497
00509  	0d04816f  	218399087  	429496
00510  	0d0b0f28  	218828584  	429497
00511  	0d119ce1  	219258081  	429497
00512  	0d182a9a  	219687578  	429497
00513  	0d1eb852  	220117074  	429496
00514  	0d25460b  	220546571  	429497
00515  	0d2bd3c4  	220976068  	429497
00516  	0d32617d  	221405565  	429497
00517  	0d38ef35  	221835061  	429496
00518  	0d3f7cee  	222264558  	429497
00519  	0d460aa7  	222694055  	429497
00520  	0d4c985f  	223123551  	429496
00521  	0d532618  	223553048  	429497
00522  	0d59b3d1  	223982545  	429497
00523  	0d60418a  	224412042  	429497
00524  	0d66cf42  	224841538  	429496
00525  	0d6d5cfb  	225271035  	429497
00526  	0d73eab4  	225700532  	429497
00527  	0d7a786d  	226130029  	429497
00528  	0d810625  	226559525  	429496
00529  	0d8793de  	226989022  	429497
00530  	0d8e2197  	227418519  	429497
00531  	0d94af4f  	227848015  	429496
00532  	0d9b3d08  	228277512  	429497
00533  	0da1cac1  	228707009  	429497
00534  	0da8587a  	229136506  	429497
00535  	0daee632  	229566002  	429496
00536  	0db573eb  	229995499  	429497
00537  	0dbc01a4  	230424996  	429497
00538  	0dc28f5d  	230854493  	429497
00539  	0dc91d15  	231283989  	429496
00540  	0dcfaace  	231713486  	429497
00541  	0dd63887  	232142983  	429497
00542  	0ddcc640  	232572480  	429497
00543  	0de353f8  	233001976  	429496
00544  	0de9e1b1  	233431473  	429497
00545  	0df06f6a  	233860970  	429497
00546  	0df6fd22  	234290466  	429496
00547  	0dfd8adb  	234719963  	429497
00548  	0e041894  	235149460  	429497
00549  	0e0aa64d  	235578957  	429497
00550  	0e113405  	236008453  	429496
00551  	0e17c1be  	236437950  	429497
00552  	0e1e4f77  	236867447  	429497
00553  	0e24dd30  	237296944  	429497
00554  	0e2b6ae8  	237726440  	429496
00555  	0e31f8a1  	238155937  	429497
00556  	0e38865a  	238585434  	429497
00557  	0e3f1412  	239014930  	429496
00558  	0e45a1cb  	239444427  	429497
00559  	0e4c2f84  	239873924  	429497
00560  	0e52bd3d  	240303421  	429497
00561  	0e594af5  	240732917  	429496
00562  	0e5fd8ae  	241162414  	429497
00563  	0e666667  	241591911  	429497
00564  	0e6cf420  	242021408  	429497
00565  	0e7381d8  	242450904  	429496
00566  	0e7a0f91  	242880401  	429497
00567  	0e809d4a  	243309898  	429497
00568  	0e872b02  	243739394  	429496
00569  	0e8db8bb  	244168891  	429497
00570  	0e944674  	244598388  	429497
00571  	0e9ad42d  	245027885  	429497
00572  	0ea161e5  	245457381  	429496
00573  	0ea7ef9e  	245886878  	429497
00574  	0eae7d57  	246316375  	429497
00575  	0eb50b10  	246745872  	429497
00576  	0ebb98c8  	247175368  	429496
00577  	0ec22681  	247604865  	429497
00578  	0ec8b43a  	248034362  	429497
00579  	0ecf41f3  	248463859  	429497
00580  	0ed5cfab  	248893355  	429496
00581  	0edc5d64  	249322852  	429497
00582  	0ee2eb1d  	249752349  	429497
00583  	0ee978d5  	250181845  	429496
00584  	0ef0068e  	250611342  	429497
00585  	0ef69447  	251040839  	429497
00586  	0efd2200  	251470336  	429497
00587  	0f03afb8  	251899832  	429496
00588  	0f0a3d71  	252329329  	429497
00589  	0f10cb2a  	252758826  	429497
00590  	0f1758e3  	253188323  	429497
00591  	0f1de69b  	253617819  	429496
00592  	0f247454  	254047316  	429497
00593  	0f2b020d  	254476813  	429497
00594  	0f318fc5  	254906309  	429496
00595  	0f381d7e  	255335806  	429497
00596  	0f3eab37  	255765303  	429497
00597  	0f4538f0  	256194800  	429497
00598  	0f4bc6a8  	256624296  	429496
00599  	0f525461  	257053793  	429497
00600  	0f58e21a  	257483290  	429497
00601  	0f5f6fd3  	257912787  	429497
00602  	0f65fd8b  	258342283  	429496
00603  	0f6c8b44  	258771780  	429497
00604  	0f7318fd  	259201277  	429497
00605  	0f79a6b5  	259630773  	429496
00606  	0f80346e  	260060270  	429497
00607  	0f86c227  	260489767  	429497
00608  	0f8d4fe0  	260919264  	429497
00609  	0f93dd98  	261348760  	429496
00610  	0f9a6b51  	261778257  	429497
00611  	0fa0f90a  	262207754  	429497
00612  	0fa786c3  	262637251  	429497
00613  	0fae147b  	263066747  	429496
00614  	0fb4a234  	263496244  	429497
00615  	0fbb2fed  	263925741  	429497
00616  	0fc1bda6  	264355238  	429497
00617  	0fc84b5e  	264784734  	429496
00618  	0fced917  	265214231  	429497
00619  	0fd566d0  	265643728  	429497
00620  	0fdbf488  	266073224  	429496
00621  	0fe28241  	266502721  	429497
00622  	0fe90ffa  	266932218  	429497
00623  	0fef9db3  	267361715  	429497
00624  	0ff62b6b  	267791211  	429496
00625  	0ffcb924  	268220708  	429497
00626  	100346dd  	268650205  	429497
00627  	1009d496  	269079702  	429497
00628  	1010624e  	269509198  	429496
00629  	1016f007  	269938695  	429497
00630  	101d7dc0  	270368192  	429497
00631  	10240b78  	270797688  	429496
00632  	102a9931  	271227185  	429497
00633  	103126ea  	271656682  	429497
00634  	1037b4a3  	272086179  	429497
00635  	103e425b  	272515675  	429496
00636  	1044d014  	272945172  	429497
00637  	104b5dcd  	273374669  	429497
00638  	1051eb86  	273804166  	429497
00639  	1058793e  	274233662  	429496
00640  	105f06f7  	274663159  	429497
00641  	106594b0  	275092656  	429497
00642  	106c2268  	275522152  	429496
00643  	1072b021  	275951649  	429497
00644  	10793dda  	276381146  	429497
00645  	107fcb93  	276810643  	429497
00646  	1086594b  	277240139  	429496
00647  	108ce704  	277669636  	429497
00648  	109374bd  	278099133  	429497
00649  	109a0276  	278528630  	429497
00650  	10a0902e  	278958126  	429496
00651  	10a71de7  	279387623  	429497
00652  	10adaba0  	279817120  	429497
00653  	10b43958  	280246616  	429496
00654  	10bac711  	280676113  	429497
00655  	10c154ca  	281105610  	429497
00656  	10c7e283  	281535107  	429497
00657  	10ce703b  	281964603  	429496
00658  	10d4fdf4  	282394100  	429497
00659  	10db8bad  	282823597  	429497
00660  	10e21966  	283253094  	429497
00661  	10e8a71e  	283682590  	429496
00662  	10ef34d7  	284112087  	429497
00663  	10f5c290  	284541584  	429497
00664  	10fc5049  	284971081  	429497
00665  	1102de01  	285400577  	429496
00666  	11096bba  	285830074  	429497
00667  	110ff973  	286259571  	429497
00668  	1116872b  	286689067  	429496
00669  	111d14e4  	287118564  	429497
00670  	1123a29d  	287548061  	429497
00671  	112a3056  	287977558  	429497
00672  	1130be0e  	288407054  	429496
00673  	11374bc7  	288836551  	429497
00674  	113dd980  	289266048  	429497
00675  	11446739  	289695545  	429497
00676  	114af4f1  	290125041  	429496
00677  	115182aa  	290554538  	429497
00678  	11581063  	290984035  	429497
00679  	115e9e1b  	291413531  	429496
00680  	11652bd4  	291843028  	429497
00681  	116bb98d  	292272525  	429497
00682  	11724746  	292702022  	429497
00683  	1178d4fe  	293131518  	429496
00684  	117f62b7  	293561015  	429497
00685  	1185f070  	293990512  	429497
00686  	118c7e29  	294420009  	429497
00687  	11930be1  	294849505  	429496
00688  	1199999a  	295279002  	429497
00689  	11a02753  	295708499  	429497
00690  	11a6b50b  	296137995  	429496
00691  	11ad42c4  	296567492  	429497
00692  	11b3d07d  	296996989  	429497
00693  	11ba5e36  	297426486  	429497
00694  	11c0ebee  	297855982  	429496
00695  	11c779a7  	298285479  	429497
00696  	11ce0760  	298714976  	429497
00697  	11d49519  	299144473  	429497
00698  	11db22d1  	299573969  	429496
00699  	11e1b08a  	300003466  	429497
00700  	11e83e43  	300432963  	429497
00701  	11eecbfc  	300862460  	429497
00702  	11f559b4  	301291956  	429496
00703  	11fbe76d  	301721453  	429497
00704  	12027526  	302150950  	429497
00705  	120902de  	302580446  	429496
00706  	120f9097  	303009943  	429497
00707  	12161e50  	303439440  	429497
00708  	121cac09  	303868937  	429497
00709  	122339c1  	304298433  	429496
00710  	1229c77a  	304727930  	429497
00711  	12305533  	305157427  	429497
00712  	1236e2ec  	305586924  	429497
00713  	123d70a4  	306016420  	429496
00714  	1243fe5d  	306445917  	429497
00715  	124a8c16  	306875414  	429497
00716  	125119ce  	307304910  	429496
00717  	1257a787  	307734407  	429497
00718  	125e3540  	308163904  	429497
00719  	1264c2f9  	308593401  	429497
00720  	126b50b1  	309022897  	429496
00721  	1271de6a  	309452394  	429497
00722  	12786c23  	309881891  	429497
00723  	127ef9dc  	310311388  	429497
00724  	12858794  	310740884  	429496
00725  	128c154d  	311170381  	429497
00726  	1292a306  	311599878  	429497
00727  	129930be  	312029374  	429496
